query_id,answer
438,4308 4361 4234 1907 3995 1985 2244 4328 4243 1899
439,4008 4287 3552 2663 2795 2898 2253 2695 2279 2794
440,3026 2405 3149 2943 3090 4396 2408 4205 1960 3870
441,4134 3077 3470 1910 2646 3889 3078 3861 4503 4010
442,4395 4214 4231 3026 4384 3995 4295 4277 1985 3861
443,2865 4403 2866 1966 4407 2238 2696 3844 3470 2944
444,3861 2405 4447 2698 3995 4361 1967 1961 4371 2254
445,4286 4308 4234 2831 3168 4243 4328 1899 2646 1907
446,2910 2408 2663 3168 2937 2254 1918 1836 4253 4327
447,1966 2865 4403 4407 2866 4387 3843 2944 2696 2408
448,4403 4400 4407 2238 2247 1958 1960 2894 2902 2911
449,4403 4407 1958 4400 3843 2944 2866 1824 4396 2238
450,3861 2220 4302 4409 3469 1824 3027 3995 4408 4243
451,2943 1951 2911 2902 2646 1901 3861 4308 4532 2866
452,2646 4361 2220 4243 4384 4234 3169 1824 4308 3861
453,4440 4389 2898 2663 2695 2255 2943 2968 2794 4008
454,4403 2247 2249 3090 3995 4545 4515 4361 4243 2405
455,1951 2646 2943 4308 2244 4234 4362 2866 1901 4286
456,3861 2244 4361 2220 3995 1824 1836 2910 4384 3016
457,1951 2646 4308 4234 3861 4328 2943 2866 1923 4362
458,1967 1961 4371 3861 3051 2244 4337 4439 2203 2254
459,2937 2910 4083 4012 4408 2254 1980 4330 3930 1985
460,2865 3844 4403 2866 1966 1824 2220 3090 3168 4361
461,2943 1901 3090 3265 3088 4403 1958 2665 2408 4396
462,1967 2196 4433 4439 4337 2254 2203 3864 4371 4184
463,2220 2943 4389 2408 4440 4407 3483 1958 3078 2511
464,2220 2037 4406 2937 4302 4409 4322 2254 3469 4009
465,1966 2865 3844 2866 2894 4532 2238 2220 4387 3567
466,4371 2254 1967 2890 2913 2893 4335 4249 4296 4197
467,1951 4234 2646 2943 4403 4308 1901 4361 3995 4362
468,4008 2663 4287 2968 2898 3090 2794 2661 3595 2171
469,4008 4287 2968 2794 3595 2663 2695 2661 2217 2898
470,4403 4407 1958 2944 2943 4389 2255 2408 4396 3090
471,3580 4180 3467 2151 4310 3588 4006 4224 4373 2035
472,1961 2203 2959 4180 4371 2895 1967 4249 4296 3051
473,2220 4440 4389 3078 2408 2943 2064 4312 4407 1828
474,1951 2943 4532 2646 4308 3643 1901 3995 2902 2911
475,2254 2288 2894 2886 2898 2255 2695 2243 4197 2794
476,2220 2254 2244 4440 2288 4371 1967 3128 4439 4337
477,2663 2968 2253 4008 3552 2794 2695 3051 2795 2898
478,1966 2865 2866 4407 4387 4403 3843 2238 2944 2696
479,4328 4308 4234 4362 4286 1899 3168 1909 1901 1918
480,2696 3470 2866 3864 2206 2243 2865 4406 3861 2037
481,2795 4008 4287 2663 3552 2253 2968 2794 2695 2661
482,1901 4286 4362 3265 2172 4403 1958 3090 4346 3995
483,4551 2831 4047 1907 3254 3027 4243 1960 2238 2902
484,4407 4403 2521 2944 2802 3843 1958 2943 4396 2866
485,2865 1966 2866 4403 4532 4407 3844 2238 3209 4243
486,1958 4403 2249 1960 4396 2247 3090 4407 3149 3265
487,4134 3889 1910 4446 3265 3641 4503 4521 4313 4427
488,1951 2646 3861 2943 2866 4286 4308 4532 4234 3469
489,4221 4223 2866 2943 4447 2944 1824 4308 2646 2238
490,2943 3078 3470 3265 2408 1918 4403 4396 1958 2247
491,2944 3078 2255 3026 2695 3090 2521 2902 2911 4407
492,3470 1966 2944 1824 2866 4403 3209 1910 3843 4387
493,2795 2663 3128 2064 2968 2695 2939 2254 2794 4008
494,2646 4447 3995 4234 3861 4308 4227 2244 2698 4439
495,2937 1960 4330 2663 2910 2221 2898 2968 2254 4414
496,3090 2943 3265 1836 2866 2944 3843 3470 1909 4308
497,2944 3843 2521 2061 2238 4404 3090 2243 3995 3870
498,4403 4407 2220 2408 3843 2943 1918 2247 2831 1958
499,4362 4371 2208 4234 2244 4337 4439 4224 1961 4308
500,4433 2196 4362 2663 3090 1961 2968 2794 2939 2255
